b'Name of the Restaurants',Country code,City,Day of week,Start time,End time
b'A Fish Called Inglewood',AU,Inglewood,1,1700,0000
b'A Fish Called Inglewood',AU,Inglewood,2,1700,0000
b'A Fish Called Inglewood',AU,Inglewood,3,1700,0000
b'A Fish Called Inglewood',AU,Inglewood,4,1700,0000
b'A Fish Called Inglewood',AU,Inglewood,5,1700,0000
b'A Fish Called Inglewood',AU,Inglewood,6,1700,0000
b'A Slice of New York',US,San Jose,1,1100,0000
b'A Slice of New York',US,San Jose,2,1100,0000
b'A Slice of New York',US,San Jose,3,1100,0000
b'A Slice of New York',US,San Jose,4,1100,0000
b'A Slice of New York',US,San Jose,5,1100,0000
b'A Slice of New York',US,San Jose,6,1230,0000
b'A25',AU,Melbourne,0,0730,2200
b'A25',AU,Melbourne,1,0730,2200
b'A25',AU,Melbourne,2,0730,2200
b'A25',AU,Melbourne,3,0730,2200
b'A25',AU,Melbourne,4,0730,2200
b'A25',AU,Melbourne,5,0730,2200
b'Aamaya Indian Restaurant',AU,Brisbane,0,1100,2130
b'Aamaya Indian Restaurant',AU,Brisbane,1,1100,1430
b'Aamaya Indian Restaurant',AU,Brisbane,1,1700,2130
b'Aamaya Indian Restaurant',AU,Brisbane,2,1100,1430
b'Aamaya Indian Restaurant',AU,Brisbane,2,1700,2130
b'Aamaya Indian Restaurant',AU,Brisbane,3,1100,1430
b'Aamaya Indian Restaurant',AU,Brisbane,3,1700,2130
b'Aamaya Indian Restaurant',AU,Brisbane,4,1100,1430
b'Aamaya Indian Restaurant',AU,Brisbane,4,1700,2130
b'Aamaya Indian Restaurant',AU,Brisbane,5,1100,2130
b'Aamaya Indian Restaurant',AU,Brisbane,6,1100,2130
b'Abb Air',AU,Sydney,0,1100,0100
b'Abb Air',AU,Sydney,1,1100,0100
b'Abb Air',AU,Sydney,2,1100,0100
b'Abb Air',AU,Sydney,3,1100,0100
b'Abb Air',AU,Sydney,4,1100,0100
b'Abb Air',AU,Sydney,5,1100,0100
b'Abb Air',AU,Sydney,6,1100,0100
b'Abby Lane Food & Spirits',US,Boston,0,1130,0200
b'Abby Lane Food & Spirits',US,Boston,1,1130,0200
b'Abby Lane Food & Spirits',US,Boston,2,1130,0200
b'Abby Lane Food & Spirits',US,Boston,3,1130,0200
b'Abby Lane Food & Spirits',US,Boston,4,1130,0200
b'Abby Lane Food & Spirits',US,Boston,5,1130,0200
b'Abby Lane Food & Spirits',US,Boston,6,1130,0200
b'ABC Kitchen',US,New York,0,1200,1500
b'ABC Kitchen',US,New York,0,1730,2230
b'ABC Kitchen',US,New York,1,1200,1500
b'ABC Kitchen',US,New York,1,1730,2230
b'ABC Kitchen',US,New York,2,1200,1500
b'ABC Kitchen',US,New York,2,1730,2230
b'ABC Kitchen',US,New York,3,1200,1500
b'ABC Kitchen',US,New York,3,1730,2300
b'ABC Kitchen',US,New York,4,1200,1500
b'ABC Kitchen',US,New York,4,1730,2330
b'ABC Kitchen',US,New York,5,1100,1500
b'ABC Kitchen',US,New York,5,1730,2330
b'ABC Kitchen',US,New York,6,1100,1500
b'ABC Kitchen',US,New York,6,1730,2200
"b""Abe & Louie's""",US,Boston,0,1130,2300
"b""Abe & Louie's""",US,Boston,1,1130,2300
"b""Abe & Louie's""",US,Boston,2,1130,2300
"b""Abe & Louie's""",US,Boston,3,1130,2300
"b""Abe & Louie's""",US,Boston,4,1130,0000
"b""Abe & Louie's""",US,Boston,5,1100,0000
"b""Abe & Louie's""",US,Boston,6,1100,2300
b'Abeno Too',GB,London,0,1200,2300
b'Abeno Too',GB,London,1,1200,2300
b'Abeno Too',GB,London,2,1200,2300
b'Abeno Too',GB,London,3,1200,2300
b'Abeno Too',GB,London,4,1200,2300
b'Abeno Too',GB,London,5,1200,2300
b'Abeno Too',GB,London,6,1200,2200
b'Aboil Cafe',US,Washington,0,0800,1100
b'Aboil Cafe',US,Washington,1,0800,1300
b'Aboil Cafe',US,Washington,2,0800,1300
b'Aboil Cafe',US,Washington,3,0800,1300
b'Aboil Cafe',US,Washington,4,0800,1300
b'Aboil Cafe',US,Washington,5,0900,1300
b'Aboil Cafe',US,Washington,6,1000,1300
b'Abu Zaad',GB,London,0,0900,2300
b'Abu Zaad',GB,London,1,0900,2300
b'Abu Zaad',GB,London,2,0900,2300
b'Abu Zaad',GB,London,3,0900,2300
b'Abu Zaad',GB,London,4,0900,2300
b'Abu Zaad',GB,London,5,0900,2300
b'Abu Zaad',GB,London,6,0900,2300
"b""Abuela's Tacos""",US,Las Vegas,0,0900,2000
"b""Abuela's Tacos""",US,Las Vegas,1,0900,2000
"b""Abuela's Tacos""",US,Las Vegas,2,0900,2000
"b""Abuela's Tacos""",US,Las Vegas,3,0900,2000
"b""Abuela's Tacos""",US,Las Vegas,4,0900,2100
"b""Abuela's Tacos""",US,Las Vegas,5,0900,2100
"b""Abuela's Tacos""",US,Las Vegas,6,0900,1900
b'Acero',US,Denver,0,1500,2200
b'Acero',US,Denver,1,1500,2200
b'Acero',US,Denver,2,1500,2200
b'Acero',US,Denver,3,1500,2200
b'Acero',US,Denver,4,1500,2200
b'Acero',US,Denver,5,1100,2200
b'Acero',US,Denver,6,1100,2200
b'ACMI Cafe & Bar',AU,Melbourne,0,0830,0000
b'ACMI Cafe & Bar',AU,Melbourne,1,0830,0000
b'ACMI Cafe & Bar',AU,Melbourne,2,0830,0000
b'ACMI Cafe & Bar',AU,Melbourne,3,0830,0000
b'ACMI Cafe & Bar',AU,Melbourne,4,0830,0000
b'ACMI Cafe & Bar',AU,Melbourne,5,0930,0000
b'ACMI Cafe & Bar',AU,Melbourne,6,1000,0000
b'Ad Lib',GB,Glasgow,0,1100,0000
b'Ad Lib',GB,Glasgow,1,1100,0000
b'Ad Lib',GB,Glasgow,2,1100,0000
b'Ad Lib',GB,Glasgow,3,1100,0000
b'Ad Lib',GB,Glasgow,4,1100,0200
b'Ad Lib',GB,Glasgow,5,1100,0200
b'Ad Lib',GB,Glasgow,6,1100,0200
b'Adair Kitchen',US,Houston,0,0700,2200
b'Adair Kitchen',US,Houston,1,0700,2200
b'Adair Kitchen',US,Houston,2,0700,2200
b'Adair Kitchen',US,Houston,3,0700,2200
b'Adair Kitchen',US,Houston,4,0700,2200
b'Adair Kitchen',US,Houston,5,0800,2200
b'Adair Kitchen',US,Houston,6,0800,2100
"b""Addie's Thai Cafe""",GB,London,0,1200,1500
"b""Addie's Thai Cafe""",GB,London,0,1800,2300
"b""Addie's Thai Cafe""",GB,London,1,1200,1500
"b""Addie's Thai Cafe""",GB,London,1,1800,2300
"b""Addie's Thai Cafe""",GB,London,2,1200,1500
"b""Addie's Thai Cafe""",GB,London,2,1800,2300
"b""Addie's Thai Cafe""",GB,London,3,1200,1500
"b""Addie's Thai Cafe""",GB,London,3,1800,2300
"b""Addie's Thai Cafe""",GB,London,4,1200,1500
"b""Addie's Thai Cafe""",GB,London,4,1800,2300
"b""Addie's Thai Cafe""",GB,London,5,1800,2300
"b""Addie's Thai Cafe""",GB,London,6,1800,2230
"b""Adela's Italian""",US,Phoenix,0,1100,2100
"b""Adela's Italian""",US,Phoenix,1,1100,2100
"b""Adela's Italian""",US,Phoenix,2,1100,2100
"b""Adela's Italian""",US,Phoenix,3,1100,2100
"b""Adela's Italian""",US,Phoenix,4,1100,2200
"b""Adela's Italian""",US,Phoenix,5,1400,2200
"b""Adela's Italian""",US,Phoenix,6,1400,2100
b'Adelitas Cocina y Cantina',US,Denver,0,1100,2200
b'Adelitas Cocina y Cantina',US,Denver,1,1100,2300
b'Adelitas Cocina y Cantina',US,Denver,2,1100,2300
b'Adelitas Cocina y Cantina',US,Denver,3,1100,2300
b'Adelitas Cocina y Cantina',US,Denver,4,1100,2300
b'Adelitas Cocina y Cantina',US,Denver,5,1000,2300
b'Adelitas Cocina y Cantina',US,Denver,6,1000,2200
"b""Adelita's Taqueria""",US,San Jose,0,0900,2130
"b""Adelita's Taqueria""",US,San Jose,1,0900,2130
"b""Adelita's Taqueria""",US,San Jose,2,0900,2130
"b""Adelita's Taqueria""",US,San Jose,3,0900,2130
"b""Adelita's Taqueria""",US,San Jose,4,0900,2200
"b""Adelita's Taqueria""",US,San Jose,5,0900,2200
"b""Adelita's Taqueria""",US,San Jose,6,0900,2130
b'Adelphi Grill',AU,Perth,0,1130,2130
b'Adelphi Grill',AU,Perth,1,1130,2130
b'Adelphi Grill',AU,Perth,2,1130,2130
b'Adelphi Grill',AU,Perth,3,1130,2130
b'Adelphi Grill',AU,Perth,4,1130,2130
b'Adelphi Grill',AU,Perth,5,1130,2130
b'Adelphi Grill',AU,Perth,6,1130,2130
b'Admiral Codrington',GB,London,0,1130,2300
b'Admiral Codrington',GB,London,1,1130,2300
b'Admiral Codrington',GB,London,2,1130,0000
b'Admiral Codrington',GB,London,3,1130,0000
b'Admiral Codrington',GB,London,4,1130,0100
b'Admiral Codrington',GB,London,5,1130,0100
b'Admiral Codrington',GB,London,6,1200,2230
b'Adobo Dragon',US,Phoenix,0,1100,2100
b'Adobo Dragon',US,Phoenix,1,1100,2100
b'Adobo Dragon',US,Phoenix,2,1100,2100
b'Adobo Dragon',US,Phoenix,3,1100,2100
b'Adobo Dragon',US,Phoenix,4,1100,2200
b'Adobo Dragon',US,Phoenix,5,1100,2200
b'Adobo Dragon',US,Phoenix,6,1100,2000
b'Aero Cafe & Bar',AU,Sydney,0,0800,2300
b'Aero Cafe & Bar',AU,Sydney,1,0800,2300
b'Aero Cafe & Bar',AU,Sydney,2,0800,2300
b'Aero Cafe & Bar',AU,Sydney,3,0800,2300
b'Aero Cafe & Bar',AU,Sydney,4,0800,2300
b'Aero Cafe & Bar',AU,Sydney,5,1000,2300
b'Aero Cafe & Bar',AU,Sydney,6,1000,2200
b'Affogato',AU,Melbourne,0,0700,1530
b'Affogato',AU,Melbourne,2,0700,1530
b'Affogato',AU,Melbourne,3,0700,1530
b'Affogato',AU,Melbourne,4,0700,1530
b'Affogato',AU,Melbourne,5,0730,1600
b'Affogato',AU,Melbourne,6,0730,1600
b'Afghan Express',US,Houston,0,1130,2300
b'Afghan Express',US,Houston,1,1100,2300
b'Afghan Express',US,Houston,2,1100,2200
b'Afghan Express',US,Houston,3,1100,2300
b'Afghan Express',US,Houston,4,1100,2300
b'Afghan Express',US,Houston,5,1100,2300
b'Afghan Express',US,Houston,6,1100,2200
b'Agave Mexican Grill',US,San Jose,0,1000,2100
b'Agave Mexican Grill',US,San Jose,1,1000,2100
b'Agave Mexican Grill',US,San Jose,2,1000,2100
b'Agave Mexican Grill',US,San Jose,3,1000,2100
b'Agave Mexican Grill',US,San Jose,4,1000,2000
b'Agave Mexican Grill',US,San Jose,5,1000,2100
b'Agave Mexican Grill',US,San Jose,6,1000,1900
"b""Agha's Gyro Express""",US,San Jose,0,1100,1800
"b""Agha's Gyro Express""",US,San Jose,1,1100,1800
"b""Agha's Gyro Express""",US,San Jose,2,1100,1800
"b""Agha's Gyro Express""",US,San Jose,3,1100,1800
"b""Agha's Gyro Express""",US,San Jose,4,1100,1800
b'AikoPops',US,Denver,0,1100,1800
b'AikoPops',US,Denver,1,1100,1800
b'AikoPops',US,Denver,2,1100,1800
b'AikoPops',US,Denver,3,1100,1800
b'AikoPops',US,Denver,4,1100,1800
b'AikoPops',US,Denver,5,1100,1800
b'AikoPops',US,Denver,6,1100,1800
b'Aim Thai Restaurant',US,Houston,1,1000,2000
b'Aim Thai Restaurant',US,Houston,2,1000,2000
b'Aim Thai Restaurant',US,Houston,3,1000,2000
b'Aim Thai Restaurant',US,Houston,4,1000,2000
b'Aim Thai Restaurant',US,Houston,5,1000,2000
b'Aim Thai Restaurant',US,Houston,6,1000,2000
b'Aisuru Sushi',AU,Perth,0,1200,1430
b'Aisuru Sushi',AU,Perth,0,1800,2130
b'Aisuru Sushi',AU,Perth,1,1200,1430
b'Aisuru Sushi',AU,Perth,1,1800,2130
b'Aisuru Sushi',AU,Perth,2,1200,1430
b'Aisuru Sushi',AU,Perth,2,1800,2130
b'Aisuru Sushi',AU,Perth,3,1200,1430
b'Aisuru Sushi',AU,Perth,3,1800,2130
b'Aisuru Sushi',AU,Perth,4,1200,1430
b'Aisuru Sushi',AU,Perth,4,1800,2200
b'Aisuru Sushi',AU,Perth,5,1200,1500
b'Aisuru Sushi',AU,Perth,5,1800,2200
b'Aisuru Sushi',AU,Perth,6,1200,1500
b'Aisuru Sushi',AU,Perth,6,1800,2130
b'Aita',US,Brooklyn,0,1700,2230
b'Aita',US,Brooklyn,1,1100,2230
b'Aita',US,Brooklyn,2,1100,2230
b'Aita',US,Brooklyn,3,1100,2230
b'Aita',US,Brooklyn,4,1100,2300
b'Aita',US,Brooklyn,5,1100,2300
b'Aita',US,Brooklyn,6,1100,2215
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,0,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,1,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,2,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,3,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,4,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,5,0600,1700
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,6,0800,1600
b'AJ Vietnamese Noodle House',AU,Brisbane,0,1100,2100
b'AJ Vietnamese Noodle House',AU,Brisbane,1,1100,2100
b'AJ Vietnamese Noodle House',AU,Brisbane,2,1100,2100
b'AJ Vietnamese Noodle House',AU,Brisbane,3,1100,2100
b'AJ Vietnamese Noodle House',AU,Brisbane,4,1100,2100
b'AJ Vietnamese Noodle House',AU,Brisbane,5,1100,2100
b'Ajisen Ramen',AU,Melbourne,0,1130,2100
b'Ajisen Ramen',AU,Melbourne,1,1130,2100
b'Ajisen Ramen',AU,Melbourne,2,1130,2100
b'Ajisen Ramen',AU,Melbourne,3,1130,2100
b'Ajisen Ramen',AU,Melbourne,4,1130,2200
b'Ajisen Ramen',AU,Melbourne,5,1130,2130
b'Ajisen Ramen',AU,Melbourne,6,1130,2100
b'Ajisen Ramen',AU,Melbourne,0,1200,2130
b'Ajisen Ramen',AU,Melbourne,1,1200,2130
b'Ajisen Ramen',AU,Melbourne,2,1200,2130
b'Ajisen Ramen',AU,Melbourne,3,1200,2130
b'Ajisen Ramen',AU,Melbourne,4,1200,2230
b'Ajisen Ramen',AU,Melbourne,5,1200,2130
b'Ajisen Ramen',AU,Melbourne,6,1200,2130
b'Akaneya Japanese Restaurant',AU,Sydney,0,1130,2100
b'Akaneya Japanese Restaurant',AU,Sydney,1,1130,2100
b'Akaneya Japanese Restaurant',AU,Sydney,2,1130,2100
b'Akaneya Japanese Restaurant',AU,Sydney,3,1130,2100
b'Akaneya Japanese Restaurant',AU,Sydney,4,1130,2100
b'Akaneya Japanese Restaurant',AU,Sydney,5,1730,2100
b'Akari',GB,London,1,1700,2300
b'Akari',GB,London,2,1700,2300
b'Akari',GB,London,3,1700,2300
b'Akari',GB,London,4,1700,2300
b'Akari',GB,London,5,1200,2300
b'Akari',GB,London,6,1200,2230
"b""Akbar's""",GB,Glasgow,0,1700,0000
"b""Akbar's""",GB,Glasgow,1,1700,0000
"b""Akbar's""",GB,Glasgow,2,1700,0000
"b""Akbar's""",GB,Glasgow,3,1700,0000
"b""Akbar's""",GB,Glasgow,4,1630,0030
"b""Akbar's""",GB,Glasgow,5,1630,0030
"b""Akbar's""",GB,Glasgow,6,1400,2300
"b""AK's Takeout & Delivery""",US,Boston,0,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,1,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,2,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,3,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,4,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,5,1000,2300
"b""AK's Takeout & Delivery""",US,Boston,6,1000,2300
b'Al Arez',GB,London,0,1000,2330
b'Al Arez',GB,London,1,1000,2330
b'Al Arez',GB,London,2,1000,2330
b'Al Arez',GB,London,3,1000,2330
b'Al Arez',GB,London,4,1000,2330
b'Al Arez',GB,London,5,1000,2330
b'Al Arez',GB,London,6,1000,2330
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,0,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,1,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,2,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,3,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,4,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,5,1100,0000
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,6,1100,0000
b'Al Basha Subs',US,Detroit,0,1000,2200
b'Al Basha Subs',US,Detroit,1,1000,2200
b'Al Basha Subs',US,Detroit,2,1000,2200
b'Al Basha Subs',US,Detroit,3,1000,2200
b'Al Basha Subs',US,Detroit,4,1000,2200
b'Al Basha Subs',US,Detroit,5,1200,1700
b'Al Dente',GB,Glasgow,0,1700,2230
b'Al Dente',GB,Glasgow,1,1130,2230
b'Al Dente',GB,Glasgow,2,1130,2230
b'Al Dente',GB,Glasgow,3,1130,2230
b'Al Dente',GB,Glasgow,4,1130,2230
b'Al Dente',GB,Glasgow,5,1700,2230
b'Al Dente',GB,Glasgow,6,1700,2230
b'Al Dente Restaurant',US,Boston,0,1130,2200
b'Al Dente Restaurant',US,Boston,1,1130,2200
b'Al Dente Restaurant',US,Boston,2,1130,2200
b'Al Dente Restaurant',US,Boston,3,1130,2200
b'Al Dente Restaurant',US,Boston,4,1130,2300
b'Al Dente Restaurant',US,Boston,5,1130,2300
b'Al Dente Restaurant',US,Boston,6,1130,2200
b'Aladdin Mediterranean Cuisine',US,Houston,0,1030,2200
b'Aladdin Mediterranean Cuisine',US,Houston,1,1030,2200
b'Aladdin Mediterranean Cuisine',US,Houston,2,1030,2200
b'Aladdin Mediterranean Cuisine',US,Houston,3,1030,2200
b'Aladdin Mediterranean Cuisine',US,Houston,4,1030,2200
b'Aladdin Mediterranean Cuisine',US,Houston,5,1100,2200
b'Aladdin Mediterranean Cuisine',US,Houston,6,1100,2100
b'Alameda',US,Brooklyn,0,1700,0000
b'Alameda',US,Brooklyn,1,1700,0000
b'Alameda',US,Brooklyn,2,1700,0000
b'Alameda',US,Brooklyn,3,1700,0000
b'Alameda',US,Brooklyn,4,1700,0200
b'Alameda',US,Brooklyn,5,1700,0200
b'Alameda',US,Brooklyn,6,1300,0000
b'Albert Park Cafe',NZ,Auckland,0,0700,1600
b'Albert Park Cafe',NZ,Auckland,1,0700,1700
b'Albert Park Cafe',NZ,Auckland,2,0700,1600
b'Albert Park Cafe',NZ,Auckland,3,0700,1600
b'Albert Park Cafe',NZ,Auckland,4,0700,1600
b'Albert Park Cafe',NZ,Auckland,5,0700,1600
b'Albertini',GB,London,0,0700,2200
b'Albertini',GB,London,1,0700,2200
b'Albertini',GB,London,2,0700,2200
b'Albertini',GB,London,3,0700,2200
b'Albertini',GB,London,4,0700,2200
b'Albertini',GB,London,5,0700,1500
b'Alchemy',GB,London,0,0700,1700
b'Alchemy',GB,London,1,0700,1700
b'Alchemy',GB,London,2,0700,1700
b'Alchemy',GB,London,3,0700,1700
b'Alchemy',GB,London,4,0700,1700
b'Alder & Birch Cocktails/Dining',US,Las Vegas,0,1600,2200
b'Alder & Birch Cocktails/Dining',US,Las Vegas,1,1600,2200
b'Alder & Birch Cocktails/Dining',US,Las Vegas,2,1600,2200
b'Alder & Birch Cocktails/Dining',US,Las Vegas,3,1600,2200
b'Alder & Birch Cocktails/Dining',US,Las Vegas,4,1600,2300
b'Alder & Birch Cocktails/Dining',US,Las Vegas,5,1600,2300
b'Alder & Birch Cocktails/Dining',US,Las Vegas,6,1600,2200
"b""Ale House At Amato's""",US,Denver,0,1100,0000
"b""Ale House At Amato's""",US,Denver,1,1100,0000
"b""Ale House At Amato's""",US,Denver,2,1100,0000
"b""Ale House At Amato's""",US,Denver,3,1100,0000
"b""Ale House At Amato's""",US,Denver,4,1100,0200
"b""Ale House At Amato's""",US,Denver,5,1100,0200
"b""Ale House At Amato's""",US,Denver,6,1100,0000
b'Alexanders',GB,Liverpool,0,0730,1600
b'Alexanders',GB,Liverpool,1,0730,1600
b'Alexanders',GB,Liverpool,2,0730,1600
b'Alexanders',GB,Liverpool,3,0730,1600
b'Alexanders',GB,Liverpool,4,0730,1600
b'Alfa Piehouse',US,Washington,0,0700,1800
b'Alfa Piehouse',US,Washington,1,0700,1800
b'Alfa Piehouse',US,Washington,2,0700,1800
b'Alfa Piehouse',US,Washington,3,0700,1800
b'Alfa Piehouse',US,Washington,4,0700,1800
b'Alfa Piehouse',US,Washington,5,1000,1600
b'Alfredo Authentic Italian Restaurant',AU,Sydney,0,1200,1500
b'Alfredo Authentic Italian Restaurant',AU,Sydney,0,1800,2200
b'Alfredo Authentic Italian Restaurant',AU,Sydney,1,1200,1500
b'Alfredo Authentic Italian Restaurant',AU,Sydney,1,1800,2200
b'Alfredo Authentic Italian Restaurant',AU,Sydney,2,1200,1500
b'Alfredo Authentic Italian Restaurant',AU,Sydney,2,1800,2200
b'Alfredo Authentic Italian Restaurant',AU,Sydney,3,1200,1500
b'Alfredo Authentic Italian Restaurant',AU,Sydney,3,1800,2200
b'Alfredo Authentic Italian Restaurant',AU,Sydney,4,1200,1500
b'Alfredo Authentic Italian Restaurant',AU,Sydney,4,1800,2200
b'Alfredo Authentic Italian Restaurant',AU,Sydney,5,1800,2200
"b""Alfred's Pizzeria""",AU,Perth,0,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,1,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,2,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,3,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,4,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,5,1500,0000
"b""Alfred's Pizzeria""",AU,Perth,6,1500,0000
b'Ali Baba',US,Boston,0,1100,2200
b'Ali Baba',US,Boston,1,1100,2200
b'Ali Baba',US,Boston,2,1100,2200
b'Ali Baba',US,Boston,3,1100,0245
b'Ali Baba',US,Boston,4,1100,0300
b'Ali Baba',US,Boston,5,1100,0300
b'Ali Baba',US,Boston,6,1100,2200
"b""Alice's Makan""",AU,Sydney,0,0930,1900
"b""Alice's Makan""",AU,Sydney,1,0930,1900
"b""Alice's Makan""",AU,Sydney,2,0930,1900
"b""Alice's Makan""",AU,Sydney,3,0930,1900
"b""Alice's Makan""",AU,Sydney,4,0930,1900
b'Alicia Fusion Bistro',US,Seattle,0,1200,2300
b'Alicia Fusion Bistro',US,Seattle,1,1200,2300
b'Alicia Fusion Bistro',US,Seattle,2,1200,2300
b'Alicia Fusion Bistro',US,Seattle,3,1200,0000
b'Alicia Fusion Bistro',US,Seattle,4,1200,0000
b'Alicia Fusion Bistro',US,Seattle,5,1200,0000
b'Alicia Fusion Bistro',US,Seattle,6,1200,2300
b'Aliment',AU,Perth,0,0700,1530
b'Aliment',AU,Perth,1,0700,1530
b'Aliment',AU,Perth,2,0700,1530
b'Aliment',AU,Perth,3,0700,1530
b'Aliment',AU,Perth,4,0700,1530
b'Aliment',AU,Perth,5,0700,1400
b'Aliment',AU,Perth,6,0800,1300
b'Alinea',US,Chicago,2,1700,1830
b'Alinea',US,Chicago,2,2000,2130
b'Alinea',US,Chicago,3,1700,1830
b'Alinea',US,Chicago,3,2000,2130
b'Alinea',US,Chicago,4,2000,2130
b'Alinea',US,Chicago,5,1700,1830
b'Alinea',US,Chicago,5,2000,2130
b'Alinea',US,Chicago,6,1700,1830
b'All-Purpose Pizzeria',US,Washington,0,1130,1430
b'All-Purpose Pizzeria',US,Washington,0,1730,2200
b'All-Purpose Pizzeria',US,Washington,1,1130,1430
b'All-Purpose Pizzeria',US,Washington,1,1730,2200
b'All-Purpose Pizzeria',US,Washington,2,1130,1430
b'All-Purpose Pizzeria',US,Washington,2,1730,2200
b'All-Purpose Pizzeria',US,Washington,3,1130,1430
b'All-Purpose Pizzeria',US,Washington,3,1730,2200
b'All-Purpose Pizzeria',US,Washington,4,1130,1430
b'All-Purpose Pizzeria',US,Washington,4,1730,2300
b'All-Purpose Pizzeria',US,Washington,5,1130,1430
b'All-Purpose Pizzeria',US,Washington,5,1700,2300
b'All-Purpose Pizzeria',US,Washington,6,1700,2200
b'All Seas Fish',US,Detroit,0,1000,2100
b'All Seas Fish',US,Detroit,1,1000,2100
b'All Seas Fish',US,Detroit,2,1000,2100
b'All Seas Fish',US,Detroit,3,1000,2100
b'All Seas Fish',US,Detroit,4,1000,2200
b'All Seas Fish',US,Detroit,5,1000,2200
b'All Seas Fish',US,Detroit,6,1100,1900
b'Alley Taco',US,Detroit,0,1100,2300
b'Alley Taco',US,Detroit,1,1100,2300
b'Alley Taco',US,Detroit,2,1100,2300
b'Alley Taco',US,Detroit,3,1100,0100
b'Alley Taco',US,Detroit,4,1100,0100
b'Alley Taco',US,Detroit,5,1100,0100
b'Alley Taco',US,Detroit,6,1200,2200
b'Allora',GB,London,1,1200,1500
b'Allora',GB,London,1,1800,2300
b'Allora',GB,London,2,1200,1500
b'Allora',GB,London,2,1800,2300
b'Allora',GB,London,3,1200,1500
b'Allora',GB,London,3,1800,2300
b'Allora',GB,London,4,1200,1500
b'Allora',GB,London,4,1800,2330
b'Allora',GB,London,5,1200,1600
b'Allora',GB,London,5,1800,2330
b'Allora',GB,London,6,1200,1600
b'Allora',GB,London,6,1800,2330
b'Almaden Sushi',US,San Jose,0,1100,1400
b'Almaden Sushi',US,San Jose,0,1700,2130
b'Almaden Sushi',US,San Jose,1,1100,1400
b'Almaden Sushi',US,San Jose,1,1700,2130
b'Almaden Sushi',US,San Jose,2,1100,1400
b'Almaden Sushi',US,San Jose,2,1700,2130
b'Almaden Sushi',US,San Jose,3,1100,1400
b'Almaden Sushi',US,San Jose,3,1700,2130
b'Almaden Sushi',US,San Jose,4,1100,1400
b'Almaden Sushi',US,San Jose,4,1700,2200
b'Almaden Sushi',US,San Jose,5,1100,1400
b'Almaden Sushi',US,San Jose,5,1700,2200
b'AlMar',US,Brooklyn,0,0800,2230
b'AlMar',US,Brooklyn,1,0800,2230
b'AlMar',US,Brooklyn,2,0800,2230
b'AlMar',US,Brooklyn,3,0800,2230
b'AlMar',US,Brooklyn,4,0800,2300
b'AlMar',US,Brooklyn,5,0900,2300
b'AlMar',US,Brooklyn,6,1000,1700
b'Aloha Kitchen & Bar',US,Las Vegas,0,0800,0300
b'Aloha Kitchen & Bar',US,Las Vegas,1,0800,0300
b'Aloha Kitchen & Bar',US,Las Vegas,2,0800,0400
b'Aloha Kitchen & Bar',US,Las Vegas,3,0800,0400
b'Aloha Kitchen & Bar',US,Las Vegas,4,0800,0500
b'Aloha Kitchen & Bar',US,Las Vegas,5,0800,0500
b'Aloha Kitchen & Bar',US,Las Vegas,6,0800,0300
b'Aloha',GB,Liverpool,0,2000,0300
b'Aloha',GB,Liverpool,1,2000,0300
b'Aloha',GB,Liverpool,2,2000,0300
b'Aloha',GB,Liverpool,3,2000,0400
b'Aloha',GB,Liverpool,4,2000,0400
b'Aloha',GB,Liverpool,5,2000,0400
b'Aloha',GB,Liverpool,6,2100,0300
b'Aloha Specialties',US,Las Vegas,0,0900,2100
b'Aloha Specialties',US,Las Vegas,1,0900,2100
b'Aloha Specialties',US,Las Vegas,2,0900,2100
b'Aloha Specialties',US,Las Vegas,3,0900,2100
b'Aloha Specialties',US,Las Vegas,4,0900,2200
b'Aloha Specialties',US,Las Vegas,5,0900,2200
b'Aloha Specialties',US,Las Vegas,6,0900,2100
